  1000000000000000000000,1500000000000000000,100,216480926263675831216458,150000000000000000000000,66666666666666666666666,65182695931419331388921
  4000000000000000000000,1500000000000000000,100,216480926263675831216458,150000000000000000000000,66666666666666666666666,60736938586600981483300
  2000000000000000000000,1500000000000000000,100,216480926263675831216458,150000000000000000000000,66666666666666666666666,63699709610557313994753
  1000000000000000000000,1500000000000000000,100,216480926263675831216458,150000000000000000000000,66666666666666666666666,65182695931419331388921
  2000000000000000000000,1500000000000000000,100,216480926263675831216458,150000000000000000000000,66666666666666666666666,63699709610557313994753
  3000000000000000000000,1500000000000000000,100,216480926263675831216458,150000000000000000000000,66666666666666666666666,62217768319626383605628
  1000000000000000000000,1600000000000000000,100,222239140267862675961830,160000000000000000000000,62500000000000000000000,60921611257792074329474
  4000000000000000000000,1600000000000000000,100,222239140267862675961830,160000000000000000000000,62500000000000000000000,56195244082035609426308
  2000000000000000000000,1600000000000000000,100,222239140267862675961830,160000000000000000000000,62500000000000000000000,59344619322711630578371
  1000000000000000000000,1600000000000000000,100,222239140267862675961830,160000000000000000000000,62500000000000000000000,60921611257792074329474
  2000000000000000000000,1600000000000000000,100,222239140267862675961830,160000000000000000000000,62500000000000000000000,59344619322711630578371
  3000000000000000000000,1600000000000000000,100,222239140267862675961830,160000000000000000000000,62500000000000000000000,57769125983903618940204
  1000000000000000000000,1700000000000000000,100,228475080287219093262846,170000000000000000000000,58823529411764705882352,57151940909875591385688
  4000000000000000000000,1700000000000000000,100,228475080287219093262846,170000000000000000000000,58823529411764705882352,52149641303313598777370
  2000000000000000000000,1700000000000000000,100,228475080287219093262846,170000000000000000000000,58823529411764705882352,55482316456666176985662
  1000000000000000000000,1700000000000000000,100,228475080287219093262846,170000000000000000000000,58823529411764705882352,57151940909875591385688
  2000000000000000000000,1700000000000000000,100,228475080287219093262846,170000000000000000000000,58823529411764705882352,55482316456666176985662
  3000000000000000000000,1700000000000000000,100,228475080287219093262846,170000000000000000000000,58823529411764705882352,53814821455659893384413
  1000000000000000000000,1500000000000000000,500,216629145487688538882222,150000000000000000000000,66666666666666666666666,65169929524890180716754
  4000000000000000000000,1500000000000000000,500,216629145487688538882222,150000000000000000000000,66666666666666666666666,60680997221089494096759
  2000000000000000000000,1500000000000000000,500,216629145487688538882222,150000000000000000000000,66666666666666666666666,63673396603098051955362
  1000000000000000000000,1500000000000000000,500,216629145487688538882222,150000000000000000000000,66666666666666666666666,65169929524890180716754
  2000000000000000000000,1500000000000000000,500,216629145487688538882222,150000000000000000000000,66666666666666666666666,63673396603098051955362
  3000000000000000000000,1500000000000000000,500,216629145487688538882222,150000000000000000000000,66666666666666666666666,62177081016511591815887
  1000000000000000000000,1600000000000000000,500,222447264507712783612258,160000000000000000000000,62500000000000000000000,60904413334979591108586
  4000000000000000000000,1600000000000000000,500,222447264507712783612258,160000000000000000000000,62500000000000000000000,56119499580215554929131
  2000000000000000000000,1600000000000000000,500,222447264507712783612258,160000000000000000000000,62500000000000000000000,59309119030262426884169
  1000000000000000000000,1600000000000000000,500,222447264507712783612258,160000000000000000000000,62500000000000000000000,60904413334979591108586
  2000000000000000000000,1600000000000000000,500,222447264507712783612258,160000000000000000000000,62500000000000000000000,59309119030262426884169
  3000000000000000000000,1600000000000000000,500,222447264507712783612258,160000000000000000000000,62500000000000000000000,57714139460797321175591
  1000000000000000000000,1700000000000000000,500,228753028026869601755624,170000000000000000000000,58823529411764705882352,57129353049152247069699
  4000000000000000000000,1700000000000000000,500,228753028026869601755624,170000000000000000000000,58823529411764705882352,52049468608490337846009
  2000000000000000000000,1700000000000000000,500,228753028026869601755624,170000000000000000000000,58823529411764705882352,55435591958779424148759
  1000000000000000000000,1700000000000000000,500,228753028026869601755624,170000000000000000000000,58823529411764705882352,57129353049152247069699
  2000000000000000000000,1700000000000000000,500,228753028026869601755624,170000000000000000000000,58823529411764705882352,55435591958779424148759
  3000000000000000000000,1700000000000000000,500,228753028026869601755624,170000000000000000000000,58823529411764705882352,53742283188315888825909
  1000000000000000000000,1500000000000000000,2000,216657268653828683193630,150000000000000000000000,66666666666666666666666,65167485113767549092625
  4000000000000000000000,1500000000000000000,2000,216657268653828683193630,150000000000000000000000,66666666666666666666666,60670262581249532976984
  2000000000000000000000,1500000000000000000,2000,216657268653828683193630,150000000000000000000000,66666666666666666666666,63668354972644024685944
  1000000000000000000000,1500000000000000000,2000,216657268653828683193630,150000000000000000000000,66666666666666666666666,65167485113767549092625
  2000000000000000000000,1500000000000000000,2000,216657268653828683193630,150000000000000000000000,66666666666666666666666,63668354972644024685944
  3000000000000000000000,1500000000000000000,2000,216657268653828683193630,150000000000000000000000,66666666666666666666666,62169279571365144124029
  1000000000000000000000,1600000000000000000,2000,222486789330399129745585,160000000000000000000000,62500000000000000000000,60901107718008755274612
  4000000000000000000000,1600000000000000000,2000,222486789330399129745585,160000000000000000000000,62500000000000000000000,56104896679151127702771
  2000000000000000000000,1600000000000000000,2000,222486789330399129745585,160000000000000000000000,62500000000000000000000,59302289163145897569186
  1000000000000000000000,1600000000000000000,2000,222486789330399129745585,160000000000000000000000,62500000000000000000000,60901107718008755274612
  2000000000000000000000,1600000000000000000,2000,222486789330399129745585,160000000000000000000000,62500000000000000000000,59302289163145897569186
  3000000000000000000000,1600000000000000000,2000,222486789330399129745585,160000000000000000000000,62500000000000000000000,57703550030549794158325
  1000000000000000000000,1700000000000000000,2000,228805865421556244707802,170000000000000000000000,58823529411764705882352,57124992156613722524753
  4000000000000000000000,1700000000000000000,2000,228805865421556244707802,170000000000000000000000,58823529411764705882352,52030049070163833284872
  2000000000000000000000,1700000000000000000,2000,228805865421556244707802,170000000000000000000000,58823529411764705882352,55426559830242739289519
  1000000000000000000000,1700000000000000000,2000,228805865421556244707802,170000000000000000000000,58823529411764705882352,57124992156613722524753
  2000000000000000000000,1700000000000000000,2000,228805865421556244707802,170000000000000000000000,58823529411764705882352,55426559830242739289519
  3000000000000000000000,1700000000000000000,2000,228805865421556244707802,170000000000000000000000,58823529411764705882352,53728241896860335883516
